age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
35,0.0,0.0,10,170195,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1
21,0.0,0.0,10,327797,40,Divorced,United-States,Sales,White,Not-in-family,False,Private,0
48,0.0,0.0,9,129777,40,Widowed,United-States,Adm-clerical,White,Unmarried,False,Private,0
37,0.0,0.0,14,44694,45,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Local-gov,1
36,0.0,0.0,10,166549,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
50,0.0,0.0,10,172511,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
51,0.0,0.0,9,29887,44,Divorced,United-States,Exec-managerial,White,Not-in-family,True,Private,0
56,0.0,0.0,10,177368,50,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Self-emp-not-inc,1
20,0.0,0.0,10,298155,40,Never-married,United-States,?,Black,Own-child,False,?,0
58,15024.0,0.0,14,191318,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1
64,0.0,0.0,13,269512,40,Divorced,United-States,Tech-support,White,Not-in-family,True,State-gov,0
76,0.0,0.0,4,127016,40,Widowed,United-States,Priv-house-serv,White,Not-in-family,False,Private,0
41,7688.0,0.0,9,244522,42,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
23,0.0,0.0,13,117789,40,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
25,0.0,0.0,13,163101,45,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Local-gov,0
27,0.0,0.0,9,289147,40,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
53,0.0,0.0,9,130143,48,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
65,20051.0,0.0,14,198766,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
30,0.0,0.0,10,149531,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
74,0.0,0.0,9,159138,12,Widowed,United-States,Other-service,White,Not-in-family,False,Private,0
30,0.0,0.0,15,243190,20,Married-civ-spouse,India,Prof-specialty,Asian-Pac-Islander,Husband,True,Private,1
66,0.0,0.0,4,175558,20,Widowed,Germany,Other-service,White,Not-in-family,False,Private,0
50,15024.0,0.0,14,204447,65,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
47,0.0,0.0,9,181342,40,Married-civ-spouse,United-States,Handlers-cleaners,Black,Wife,False,Private,0
76,0.0,0.0,6,211574,1,Married-civ-spouse,United-States,?,White,Husband,True,?,0
56,0.0,0.0,10,19896,60,Married-civ-spouse,United-States,Sales,White,Wife,False,Self-emp-not-inc,1
40,0.0,0.0,15,344060,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
30,0.0,0.0,10,262994,40,Divorced,United-States,Craft-repair,Black,Not-in-family,True,Private,0
50,0.0,0.0,7,266529,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
35,0.0,0.0,13,119421,35,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,State-gov,1
41,0.0,0.0,10,201908,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
36,0.0,0.0,9,344351,40,Never-married,United-States,Transport-moving,White,Own-child,True,Self-emp-not-inc,0
30,0.0,1740.0,15,177216,40,Married-civ-spouse,Haiti,Prof-specialty,Black,Husband,True,Private,0
38,3103.0,0.0,10,107302,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
45,0.0,0.0,14,127089,45,Divorced,United-States,Exec-managerial,White,Not-in-family,True,State-gov,0
46,0.0,0.0,13,97883,35,Never-married,United-States,Sales,White,Not-in-family,False,Private,0
58,0.0,0.0,9,141379,42,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
32,3781.0,0.0,9,400535,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
36,0.0,0.0,13,198587,40,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,0
56,0.0,0.0,15,296991,55,Married-civ-spouse,England,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
58,0.0,0.0,9,165315,35,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,1
60,0.0,1902.0,15,162347,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
60,0.0,0.0,9,124648,38,Widowed,United-States,Sales,White,Unmarried,False,Private,0
32,0.0,0.0,15,132601,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
21,0.0,0.0,6,219137,25,Never-married,United-States,Other-service,Black,Own-child,True,Private,0
36,3325.0,0.0,10,32709,45,Divorced,United-States,Sales,White,Not-in-family,False,Private,0
30,0.0,0.0,13,143392,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
23,0.0,0.0,10,384651,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
23,0.0,0.0,9,82777,30,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,0
18,0.0,0.0,10,173923,10,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
30,0.0,0.0,10,213002,14,Married-civ-spouse,United-States,Tech-support,Black,Husband,True,Private,0
39,0.0,0.0,13,175681,60,Married-civ-spouse,?,Prof-specialty,Black,Husband,True,Private,0
59,0.0,0.0,16,192258,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,State-gov,1
41,0.0,0.0,10,144752,40,Married-civ-spouse,United-States,Exec-managerial,Amer-Indian-Eskimo,Husband,True,Private,1
60,0.0,0.0,8,181200,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
23,0.0,0.0,13,203203,40,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Private,0
54,0.0,0.0,9,127943,40,Widowed,United-States,Other-service,Black,Unmarried,False,Local-gov,0
35,0.0,0.0,14,108140,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
25,4865.0,0.0,13,86646,48,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
58,0.0,0.0,11,255822,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
48,0.0,0.0,9,102202,50,Divorced,United-States,Sales,White,Unmarried,False,Private,0
59,0.0,0.0,9,193568,40,Divorced,United-States,Machine-op-inspct,White,Own-child,False,Private,0
41,27828.0,0.0,14,106679,50,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,1
49,0.0,0.0,7,172246,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
44,0.0,0.0,14,145246,44,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
35,0.0,0.0,9,261504,40,Married-spouse-absent,Dominican-Republic,Transport-moving,White,Other-relative,False,Private,0
35,0.0,0.0,9,379959,40,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0
59,0.0,1848.0,10,231377,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
33,0.0,0.0,10,206512,40,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,0
21,0.0,0.0,9,73514,40,Never-married,United-States,Other-service,Asian-Pac-Islander,Own-child,False,State-gov,0
45,0.0,0.0,10,243743,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
24,0.0,0.0,13,36058,50,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
48,0.0,0.0,15,246891,60,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0
19,0.0,0.0,9,132717,15,Married-civ-spouse,United-States,Other-service,White,Own-child,False,Private,0
21,0.0,0.0,11,202373,40,Never-married,United-States,Craft-repair,Black,Own-child,True,Private,0
35,0.0,0.0,10,98389,10,Never-married,United-States,?,White,Unmarried,True,?,0
50,0.0,0.0,9,257126,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
28,0.0,0.0,9,179949,20,Divorced,United-States,Transport-moving,Black,Unmarried,False,Private,0
47,0.0,0.0,16,85109,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,0
54,0.0,0.0,10,353787,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
39,0.0,0.0,8,135162,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
55,7298.0,0.0,14,157486,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
46,0.0,0.0,10,274200,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
53,99999.0,0.0,9,263925,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-inc,1
41,0.0,0.0,13,304175,55,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
38,0.0,0.0,10,199346,45,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Self-emp-inc,0
50,0.0,0.0,15,116211,52,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1
28,0.0,0.0,14,251905,42,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
55,0.0,0.0,14,212600,40,Divorced,?,Exec-managerial,White,Not-in-family,True,Federal-gov,1
31,0.0,0.0,9,206297,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,1
35,0.0,0.0,12,387777,52,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,0
53,0.0,0.0,9,157059,50,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
58,0.0,0.0,14,36091,40,Never-married,United-States,Exec-managerial,Amer-Indian-Eskimo,Not-in-family,False,Local-gov,0
45,0.0,0.0,14,61885,37,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
51,7688.0,0.0,13,87205,20,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,1
27,0.0,0.0,10,257124,25,Never-married,United-States,Other-service,White,Own-child,True,Private,0
36,0.0,0.0,10,149419,55,Divorced,United-States,Adm-clerical,White,Not-in-family,True,Private,0
22,0.0,0.0,9,446140,55,Never-married,United-States,Sales,White,Own-child,True,Private,0
36,0.0,0.0,9,348960,50,Never-married,United-States,Tech-support,White,Not-in-family,True,Private,0
23,0.0,0.0,5,105617,40,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
41,0.0,0.0,14,171839,50,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,1
17,0.0,0.0,6,150106,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
35,0.0,0.0,4,98986,30,Never-married,United-States,Machine-op-inspct,White,Own-child,False,Private,0
35,27828.0,0.0,9,272742,60,Divorced,United-States,Sales,White,Not-in-family,True,Private,1
60,15024.0,0.0,10,142494,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
29,0.0,0.0,13,190777,55,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
55,0.0,2001.0,9,123382,40,Separated,United-States,?,Black,Not-in-family,False,?,0
33,0.0,0.0,9,190027,20,Never-married,United-States,?,Black,Unmarried,False,?,0
44,0.0,0.0,9,138966,38,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
40,0.0,0.0,13,175674,50,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
20,0.0,0.0,10,210029,40,Never-married,United-States,?,White,Own-child,False,?,0
35,0.0,0.0,10,189382,38,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
43,0.0,0.0,8,45975,40,Married-civ-spouse,Italy,Sales,White,Husband,True,Private,0
46,25236.0,0.0,16,295566,65,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,1
50,0.0,0.0,10,226735,70,Married-civ-spouse,United-States,Protective-serv,Black,Husband,True,Private,1
26,0.0,0.0,13,243786,38,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
27,0.0,0.0,10,153805,45,Never-married,Ecuador,Craft-repair,Other,Unmarried,True,Private,0
67,0.0,0.0,10,401273,5,Widowed,United-States,?,White,Not-in-family,False,?,0
30,0.0,0.0,7,278522,40,Never-married,United-States,Farming-fishing,Black,Own-child,True,Self-emp-not-inc,0
50,0.0,0.0,12,320386,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
26,0.0,1594.0,9,149734,40,Separated,United-States,Craft-repair,Black,Unmarried,False,Private,0
51,0.0,0.0,9,63685,50,Married-civ-spouse,Cambodia,Sales,Asian-Pac-Islander,Husband,True,Private,0
24,0.0,0.0,9,182342,40,Never-married,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
40,0.0,0.0,10,520586,39,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0
22,0.0,0.0,10,41763,25,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
25,0.0,0.0,10,60485,30,Never-married,United-States,Adm-clerical,White,Own-child,False,Private,0
45,0.0,0.0,9,200471,35,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
25,0.0,1602.0,9,122745,40,Never-married,United-States,?,White,Own-child,True,?,0
22,0.0,0.0,10,206861,40,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
79,0.0,0.0,9,333230,6,Married-spouse-absent,United-States,Prof-specialty,White,Not-in-family,True,Private,0
26,0.0,0.0,11,78424,54,Never-married,United-States,Sales,White,Unmarried,False,Private,0
69,0.0,0.0,7,143849,20,Widowed,United-States,Adm-clerical,White,Not-in-family,False,Federal-gov,0
19,0.0,0.0,7,126501,15,Never-married,South,Adm-clerical,Amer-Indian-Eskimo,Own-child,False,Private,0
28,0.0,0.0,13,84657,40,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0
61,0.0,0.0,9,224638,40,Widowed,United-States,Adm-clerical,White,Not-in-family,False,State-gov,0
21,0.0,0.0,10,177144,22,Never-married,India,?,Asian-Pac-Islander,Own-child,True,?,0
34,0.0,0.0,10,176992,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
30,0.0,0.0,10,178835,55,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
40,0.0,0.0,4,32533,30,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
25,0.0,0.0,10,180884,40,Married-civ-spouse,United-States,Adm-clerical,Black,Wife,False,State-gov,0
20,0.0,0.0,10,225515,24,Never-married,United-States,Tech-support,White,Own-child,False,Federal-gov,0
24,0.0,0.0,9,200089,40,Married-civ-spouse,Guatemala,Other-service,White,Husband,True,Private,0
22,0.0,0.0,7,289982,40,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0
27,5178.0,0.0,9,210498,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
23,0.0,0.0,9,494371,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
37,0.0,0.0,10,254773,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0
50,0.0,0.0,10,98954,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,1
24,0.0,0.0,9,314440,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,False,Private,0
35,0.0,0.0,13,361888,60,Married-civ-spouse,Japan,Sales,White,Husband,True,Self-emp-not-inc,0
31,0.0,0.0,9,103596,65,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
55,0.0,0.0,9,199763,81,Separated,United-States,Protective-serv,White,Not-in-family,True,Private,0
47,0.0,0.0,16,192793,40,Married-civ-spouse,Iran,Prof-specialty,White,Husband,True,Private,1
58,0.0,0.0,12,100303,42,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
35,0.0,0.0,9,330664,40,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
35,0.0,0.0,9,102938,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Local-gov,0
27,0.0,0.0,10,111900,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0
32,0.0,0.0,10,216361,16,Married-civ-spouse,United-States,Protective-serv,Black,Husband,True,Private,0
37,0.0,0.0,10,73715,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1
31,0.0,0.0,11,93106,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
29,0.0,0.0,10,141005,24,Divorced,United-States,Other-service,White,Unmarried,False,Local-gov,0
48,0.0,0.0,11,160220,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
46,0.0,0.0,10,97883,40,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Private,0
34,0.0,0.0,10,430554,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
21,0.0,0.0,9,249150,24,Never-married,United-States,Sales,White,Own-child,False,Private,0
17,0.0,0.0,7,61838,40,Never-married,United-States,Farming-fishing,White,Own-child,True,Private,0
60,0.0,0.0,4,80927,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
29,0.0,0.0,13,253856,20,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
39,0.0,0.0,12,176634,40,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0
43,0.0,0.0,10,412379,28,Never-married,United-States,Other-service,White,Unmarried,False,Private,0
33,0.0,0.0,12,321709,15,Married-civ-spouse,United-States,Other-service,White,Wife,False,Private,1
57,15024.0,0.0,14,425161,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Federal-gov,1
63,0.0,0.0,9,38352,40,Widowed,United-States,Adm-clerical,White,Unmarried,False,Private,0
45,0.0,0.0,10,127303,45,Never-married,United-States,Machine-op-inspct,White,Own-child,True,Private,0
44,4386.0,0.0,10,211351,40,Married-civ-spouse,United-States,Sales,White,Wife,False,Private,1
25,0.0,0.0,8,236421,40,Never-married,United-States,Other-service,Black,Own-child,True,Private,0
38,0.0,0.0,13,589809,45,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
20,0.0,0.0,9,19410,40,Never-married,United-States,Other-service,Amer-Indian-Eskimo,Unmarried,False,Private,0
28,0.0,0.0,12,213195,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Local-gov,1
53,0.0,0.0,9,302847,35,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0
35,7298.0,0.0,10,53553,48,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
57,0.0,0.0,13,154368,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
48,0.0,0.0,10,88564,45,Divorced,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-inc,0
66,6767.0,0.0,13,212759,20,Married-civ-spouse,United-States,?,White,Husband,True,?,0
36,0.0,0.0,9,131039,35,Never-married,Trinadad&Tobago,Adm-clerical,Asian-Pac-Islander,Not-in-family,False,Private,0
34,4508.0,0.0,13,33678,35,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
42,0.0,0.0,12,99651,55,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
